Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HPJ,Highpower International Inc,3.6,55834768.8,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hpj
HIHO,Highway Holdings Limited,5,19009370,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/hiho
HIW,"Highwoods Properties, Inc.",41.5,4342891585,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",5.6,290518004,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,44.65,2814338436.4,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/hi
HLM^,Hillman Group Capital Trust,34.6192,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hlm^
HRC,Hill-Rom Holdings Inc,84.17,5569843948.31,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,23.15,2222118496,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hth
HGV,Hilton Grand Vacations Inc.,42.44,4215166476.2,n/a,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hgv
HLT,Hilton Worldwide Holdings Inc.,78.17,24710953049.55,n/a,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hlt
HIMX,"Himax Technologies, Inc.",6.65,719707076.2,108226628,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/himx
HIFS,Hingham Institution for Savings,201.51,429770452.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hifs
HSGX,Histogenics Corporation,2.82,80898501.84,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/hsgx
HMG,"HMG/Courtland Properties, Inc.",13.12,13151383.04,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hmg
HMNF,"HMN Financial, Inc.",19.25,86706504.5,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hmnf
HMSY,HMS Holdings Corp,16.74,1387601031.6,n/a,1992,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/hmsy
HNI,HNI Corporation,34.72,1501513584.48,n/a,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,16.2,533451452.4,n/a,2014,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/hmlp
HMLP^A,Hoegh LNG Partners LP,25.666,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hmlp^a
HEP,"Holly Energy Partners, L.P.",26.5,2789627307.5,n/a,2004,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,47.81,8464274702.59,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/hfc
HOLI,"Hollysys Automation Technologies, Ltd.",24.3,1466313005.7,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/holi
HOLX,"Hologic, Inc.",37.26,10303472552.04,n/a,1990,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/holx
HBCP,"Home Bancorp, Inc.",40.78,383212800.06,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/hbcp
HOMB,"Home BancShares, Inc.",22.34,3882021576.6,n/a,2006,Finance,Major Banks,https://www.nasdaq.com/symbol/homb
HD,"Home Depot, Inc. (The)",171.8,198818903879.6,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hd
HFBL,"Home Federal Bancorp, Inc. of Louisiana",30,57341430,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hfbl
HMST,"HomeStreet, Inc.",28,754362924,n/a,2012,Finance,Major Banks,https://www.nasdaq.com/symbol/hmst
HMTA,HomeTown Bankshares Corporation,11.95,69025291.25,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hmta
HTBI,"HomeTrust Bancshares, Inc.",26.05,494563808.75,n/a,2012,Finance,Savings Institutions,https://www.nasdaq.com/symbol/htbi
HMC,"Honda Motor Company, Ltd.",32.91,58523130460.95,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,143.28,107227996725.6,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/hon
HOFT,Hooker Furniture Corporation,36.55,429916048.95,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/hoft
HOPE,"Hope Bancorp, Inc.",17.6,2385221942.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hope
HFBC,"HopFed Bancorp, Inc.",14.86,98610142.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hfbc
HMN,Horace Mann Educators Corporation,41.5,1692380250.5,n/a,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hmn
HBNC,Horizon Bancorp (IN),29.19,746120306.61,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbnc
HZN,Horizon Global Corporation,8.34,208090556.04,n/a,2015,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/hzn
HZNP,Horizon Pharma plc,13.86,2280940255.44,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hznp
HRZN,Horizon Technology Finance Corporation,10.61,122255953.1,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/hrzn
HTFA,Horizon Technology Finance Corporation,25.7,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/htfa
DAX,Horizons DAX Germany ETF,29.55,20685000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dax
QYLD,Horizons NASDAQ-100 Covered Call ETF,23.57,193274000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qyld
HRL,Hormel Foods Corporation,32.55,17236336549.95,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/hrl
HOS,Hornbeck Offshore Services,3.02,112185942.26,n/a,2004,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/hos
HDP,"Hortonworks, Inc.",19.43,1514062737.1,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hdp
HPT,Hospitality Properties Trust,23.94,3934437183.18,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hpt
HST,"Host Hotels & Resorts, Inc.",17.98,13332363374.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hst
TWNK,"Hostess Brands, Inc.",13.94,1813744677.46,n/a,2015,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/twnk
TWNKW,"Hostess Brands, Inc.",2.08,0,n/a,2015,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/twnkw
HMHC,Houghton Mifflin Harcourt Company,7.2,888699463.2,n/a,2013,Consumer Services,Books,https://www.nasdaq.com/symbol/hmhc
HLI,"Houlihan Lokey, Inc.",43.88,2887811954.88,n/a,2015,Finance,Investment Managers,https://www.nasdaq.com/symbol/hli
HUSA,Houston American Energy Corporation,0.315,18179898.66,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/husa
HWCC,Houston Wire & Cable Company,7.2,118673157.6,n/a,2006,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hwcc
HOV,Hovnanian Enterprises Inc,1.91,282896775.45,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/hov
HOVNP,Hovnanian Enterprises Inc,6.9,34500000,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/hovnp
HBMD,"Howard Bancorp, Inc.",19.15,363157191.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbmd
HHC,Howard Hughes Corporation (The),134.31,5700309000.54,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hhc
HPQ,HP Inc.,21.85,35778634175.75,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpq
HRG,"HRG Group, Inc.",14.57,2940850703.32,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hrg
HSBC,HSBC Holdings plc,47.3,189699326848.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,25.72,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hsbc^a
HSEA,HSBC Holdings plc,26.71,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsea
HSEB,HSBC Holdings plc,26.14,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hseb
HTGM,"HTG Molecular Diagnostics, Inc.",4.47,124466090.61,n/a,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/htgm
HMI,Huami Corporation,10.68,634756358.88,n/a,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hmi
HNP,"Huaneng Power International, Inc.",25.94,9857448660.84,n/a,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/hnp
HUBG,"Hub Group, Inc.",42.1,1447420818.2,n/a,1996,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/hubg
HUBB,Hubbell Inc,118.35,6489964157.4,n/a,2015,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",111.6,4224974785.2,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hubs
HBM,Hudbay Minerals Inc.,7.15,1868088994.2,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/hbm
HBM.WS,Hudbay Minerals Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hbm.ws
HSON,"Hudson Global, Inc.",1.97,61386281.53,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/hson
HUD,Hudson Ltd.,15.79,1460749953.2,n/a,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/hud
HPP,"Hudson Pacific Properties, Inc.",31.47,4930689766.44,n/a,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/hpp
HDSN,"Hudson Technologies, Inc.",4.59,194630412.6,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/hdsn
HGT,Hugoton Royalty Trust,0.655,26200000,n/a,1999,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hgt
HUM,Humana Inc.,261.6,36123610735.2,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hum
HUNT,Hunter Maritime Acquisition Corp.,9.82,42348750,n/a,2017,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/hunt
HUNTU,Hunter Maritime Acquisition Corp.,10.05,0,n/a,2016,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/huntu
HUNTW,Hunter Maritime Acquisition Corp.,0.44,0,n/a,2017,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/huntw
HBAN,Huntington Bancshares Incorporated,14.7,15779593004.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hban
HBANN,Huntington Bancshares Incorporated,25.9218,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbann
HBANO,Huntington Bancshares Incorporated,27.21,21677909785.17,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hbano
HII,"Huntington Ingalls Industries, Inc.",253.98,11369952883.62,n/a,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,28.91,7007971278.98,n/a,2005,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hun
HURC,"Hurco Companies, Inc.",45,301175010,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,36.2,802920307.8,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hurn
HCM,Hutchison China MediTech Limited,31.4,743044952.8,23663852,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/hcm
HBP,"Huttig Building Products, Inc.",5.31,137999349.18,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hbp
HVBC,"HV Bancorp, Inc.",14.5499,31749700.5375,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/hvbc
H,Hyatt Hotels Corporation,76.36,9065576947.12,n/a,2009,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/h
HYGS,Hydrogenics Corporation,8.4,129669783.6,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hygs
HY,"Hyster-Yale Materials Handling, Inc.",70.44,1159845387.24,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/hy
IDSY,"I.D. Systems, Inc.",6.84,119250564.12,n/a,1999,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/idsy
IAC,IAC/InterActiveCorp,158.42,13094814858.58,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/iac
IAM,I-AM Capital Acquisition Company,9.94,67726190,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/iam
IAMXR,I-AM Capital Acquisition Company,0.3518,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/iamxr
IAMXW,I-AM Capital Acquisition Company,0.4,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/iamxw
IAG,Iamgold Corporation,5.24,2444108778.52,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/iag
IBKC,IBERIABANK Corporation,77,4151243558,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkc
IBKCO,IBERIABANK Corporation,27,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,27.185,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibkcp
IBIO,"iBio, Inc.",0.2166,24977989.266,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ibio
IBO,IBO (Listing Market - NYSE Amex Network B F),24.94,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibo
ICAD,icad inc.,3.36,55479160.8,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,56.17,9749807114.73,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/iep
ICCH,"ICC Holdings, Inc.",15.42,48910358.76,n/a,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/icch
ICFI,"ICF International, Inc.",59.75,1112592441.5,n/a,2006,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/icfi
ICHR,Ichor Holdings,24.72,649020188.64,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/ichr
IBN,ICICI Bank Limited,8.55,27455383056.15,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ibn
ICLK,iClick Interactive Asia Group Limited,7.78,33551250,4312500,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/iclk
ICLR,ICON plc,117.515,6355399341.515,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",1.13,69208551.78,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",247.35,5006229936.3,n/a,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icui
IDA,"IDACORP, Inc.",84.34,4250091642.4,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ida
IPWR,Ideal Power Inc.,1.2,16795345.2,n/a,2013,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ipwr
INVE,"Identiv, Inc.",3.82,57872789.9,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",2.01,393226743.96,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/idra
IEX,IDEX Corporation,142.78,10936167992.86,n/a,1989,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/iex
IDXX,"IDEXX Laboratories, Inc.",190.31,16580338926.14,n/a,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/idxx
IDT,IDT Corporation,10.08,250531132.32,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/idt
IDT$,IDT Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/idt$
IEC,IEC Electronics Corp.,4.3,43943033,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/iec
IESC,"IES Holdings, Inc.",15.1,322218824.5,n/a,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/iesc
IROQ,"IF Bancorp, Inc.",20,78808160,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/iroq
IFMK,iFresh Inc.,9.22,131113443.34,n/a,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/ifmk
INFO,IHS Markit Ltd.,46.87,19906266860.23,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,43,2686922080,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",18.52,945730689.44,51065372,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,8.757,17369973.621,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/iknx
ILG,"ILG, Inc",31.66,3932264827.12,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/ilg
ITW,Illinois Tool Works Inc.,156.91,53591938768.29,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw
ILMN,"Illumina, Inc.",235.36,34597920000,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",4.3,22404926.4,n/a,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/isns
IMAX,Imax Corporation,19,1233141819,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/imax
IMMR,Immersion Corporation,12,353545404,n/a,1999,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,7.06,38661950.82,n/a,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,3.7,178062529.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,0.353,10590000,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imnp
IMUC,"ImmunoCellular Therapeutics, Ltd.",0.2658,11144557.0248,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imuc
IMUC.WS,"ImmunoCellular Therapeutics, Ltd.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/imuc.ws
IMGN,"ImmunoGen, Inc.",12.1,1607443073.5,n/a,1989,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",14.92,2473343902.4,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/immu
IMRN,Immuron Limited,11.2,5101980.8,455534,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imrn
IMRNW,Immuron Limited,3.49,0,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imrnw
IMMP,Immutep Limited,1.89,13156097.22,6960898,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/immp
IMH,"Impac Mortgage Holdings, Inc.",7.5,157145092.5,n/a,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/imh
IPXL,"Impax Laboratories, Inc.",19.7,1456548853,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ipxl
IMO,Imperial Oil Limited,26.33,21803824184.18,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/imo
IMPV,"Imperva, Inc.",44.65,1554091873.85,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/impv
PI,"Impinj, Inc.",12.86,274146805.12,n/a,2016,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pi
IMMY,"Imprimis Pharmaceuticals, Inc.",1.84,38230837.36,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/immy
IOR,"Income Opportunity Realty Investors, Inc.",11.7,48768103.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ior
INCY,Incyte Corporation,83.06,17592003261.34,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/incy
ICD,"Independence Contract Drilling, Inc.",4.24,161536571.52,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/icd
IHC,Independence Holding Company,34.3,507758952.4,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/ihc
IRT,"Independence Realty Trust, Inc.",8.81,748519395.94,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irt
INDB,Independent Bank Corp.,69.4,1908900160.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,22.6,483039201.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",68.2,1933180491,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/ibtx
IFN,"India Fund, Inc. (The)",24.23,688219470.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifn
IGC,India Globalization Capital Inc.,0.58,17563590.74,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/igc
INDU,Industrea Acquisition Corp.,9.77,280887500,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/indu
INDUU,Industrea Acquisition Corp.,10.27,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induu
INDUW,Industrea Acquisition Corp.,0.6,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/induw
ILPT,Industrial Logistics Properties Trust,20.5,1332500000,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ilpt
IDSA,"Industrial Services of America, Inc.",2.49,20123664.57,n/a,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/idsa
IBA,"Industrias Bachoco, S.A. de C.V.",59.83,2991500000,n/a,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/iba
INFN,Infinera Corporation,10.63,1590660082.58,n/a,2007,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",2.21,114835578,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,116.5,1273975498,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ipcc
IFRX,InflaRx N.V.,30.19,706777244.68,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ifrx
III,"Information Services Group, Inc.",3.99,174311361.42,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,8.77,18344989.53,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/ifon
INFY,Infosys Limited,17.73,38532736035.45,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/infy
HIFR,"InfraREIT, Inc.",19.34,847032336.1,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hifr
INFU,"InfuSystems Holdings, Inc.",2.4,54733860,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/infu
ING,"ING Group, N.V.",16.45,63924188651.75,n/a,1997,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ing
ISF,"ING Group, N.V.",25.7,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isf
ISG,"ING Group, N.V.",26.02,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isg
IR,Ingersoll-Rand plc (Ireland),83.86,20955716614.14,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,73.52,3103577323.6,n/a,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ngvt
IMKTA,"Ingles Markets, Incorporated",33.1,670598585.6,n/a,1987,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/imkta
INGR,Ingredion Incorporated,126.74,9155134620.92,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ingr
INWK,"InnerWorkings, Inc.",8.8,478159070.4,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/inwk
INOD,Innodata Inc.,1.14,29500297.56,n/a,1993,Technology,EDP Services,https://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",39,762061131,n/a,2006,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,69,1710746325,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iosp
INNT,"Innovate Biopharmaceuticals, Inc.",25.65,65899159.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/innt
IIPR,"Innovative Industrial Properties, Inc.",26.02,91735175.28,n/a,2016,Finance,Real Estate,https://www.nasdaq.com/symbol/iipr
IIPR^A,"Innovative Industrial Properties, Inc.",27.2,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iipr^a
ISSC,"Innovative Solutions and Support, Inc.",3.61,60794562.39,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",16.14,1643445089.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/inva
IHT,InnSuites Hospitality Trust,1.58,15406548.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/iht
INGN,"Inogen, Inc",121.6,2565173401.6,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ingn
INOV,"Inovalon Holdings, Inc.",10.45,1509012060.6,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",4.77,431226378.81,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ino
